year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
3,Summer,2208,0,866.517351,0,0,0,0,1905.448975,2267.9375,2646.527588,1810.384155,2019.416138,2331.275879,235.707611,273.445129,279.700928,22.238024,24.787735,28.509579,177.419754,177.819016,178.243423,0,0.513683,4.262135,17.999996,17.999996,17.999996,24793.511719,25455.548828,26360.900391,"Travel:263|CollectWater:35|HarvestLiveBiomass:12|HarvestDryBiomass:165|DryOrganicMatter:247|CollectChitin:14","capture dust:326|burn dry organic matter:736|power intake and harvest:423|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:437|move:437|movement water loss:437|movement organic maintenance:437|harvest dry biomass:117|grow Сборщик сухой массы:93|grow Органическое хранилище:277|grow Биореактор / топка:93|grow Солнечный лист:222|grow Охлаждающий орган:47|grow Парус:175|grow Резервуар:191|grow Каркас:186|grow Водозабор:16|grow Тепловой орган:16|withdraw surface water:17|harvest live biomass:12|grow Жатка живой массы:9|grow Ростовая ткань:11|collect chitin:6|heat caravan:34"
3,Autumn,2184,0,686.288559,0,0,0,0,2006.322021,2378.484619,2750.969727,1815.995972,2155.169434,2559.841309,244.210464,275.180084,279.695831,22.771414,26.43457,31.273106,178.247742,178.813065,179.326447,0,0.367161,5.145844,17.999996,17.999996,17.999996,25036.210938,26129.912109,27562.943359,"Travel:418|CollectWater:29|HarvestLiveBiomass:13|HarvestDryBiomass:140|DryOrganicMatter:120|CollectChitin:8","capture dust:355|burn dry organic matter:728|power intake and harvest:442|heat caravan:723|reject heat:728|spoil wet organic matter:588|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:230|grow Солнечный лист:231|grow Резервуар:237|grow Органическое хранилище:331|grow Каркас:237|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|generate solar electricity:320|move:371|movement water loss:371|movement organic maintenance:371|harvest dry biomass:94|grow Сборщик сухой массы:90|grow Биореактор / топка:90|harvest live biomass:13|grow Жатка живой массы:11|grow Ростовая ткань:7|collect chitin:4|grow Водозабор:7|grow Тепловой орган:7|withdraw surface water:15|grow Охлаждающий орган:1|atrophy Солнечный лист:183"
4,Winter,2160,0,668.390414,0,0,0,0,2149.708008,2606.581787,3168.087646,2034.922974,2641.801758,3095.432373,231.871185,274.968414,279.692017,25.476894,32.359318,37.315811,179.551483,181.352768,184.475433,0,0.363036,7.649147,17.999996,17.999998,18.000004,26854.294922,28169.240234,29340.757813,"Travel:428|CollectWater:32|HarvestLiveBiomass:12|HarvestDryBiomass:147|DryOrganicMatter:82|CollectChitin:19","harvest dry biomass:104|capture dust:419|burn dry organic matter:720|power intake and harvest:476|heat caravan:720|reject heat:720|spoil wet organic matter:547|move:384|movement water loss:384|movement organic maintenance:384|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|grow Сборщик сухой массы:80|grow Органическое хранилище:260|grow Биореактор / топка:80|grow Ростовая ткань:8|grow Каркас:197|collect chitin:8|generate solar electricity:273|grow Парус:172|grow Солнечный лист:187|grow Резервуар:180|harvest live biomass:12|grow Жатка живой массы:8|grow Охлаждающий орган:15|withdraw surface water:15|grow Водозабор:8|grow Тепловой орган:8|atrophy Сборщик сухой массы:248"
4,Spring,2208,0,768.093126,0,0,0,0,2192.881592,2556.120117,2929.875732,2161.563965,2721.188232,3075.230957,221.040955,272.4664,279.691284,27.007151,33.340412,37.256477,180.098648,180.666245,181.310501,0,0.49808,5.846012,17.999996,18.056435,21.577173,26664.875,28296.923828,29383.609375,"Travel:286|CollectWater:36|HarvestLiveBiomass:13|HarvestDryBiomass:146|DryOrganicMatter:247|CollectChitin:8","harvest dry biomass:87|capture dust:429|burn dry organic matter:736|power intake and harvest:486|heat caravan:256|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:86|grow Органическое хранилище:243|grow Биореактор / топка:86|atrophy Солнечный лист:235|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:433|movement water loss:433|movement organic maintenance:433|grow Парус:145|grow Солнечный лист:210|grow Резервуар:157|grow Каркас:178|generate solar electricity:402|withdraw surface water:18|atrophy Сборщик сухой массы:568|harvest live biomass:13|grow Жатка живой массы:12|grow Охлаждающий орган:65|grow Ростовая ткань:6|collect chitin:4|grow Водозабор:12|grow Тепловой орган:12"
4,Summer,2208,0,873.501303,0,0,0,0,2267.109131,2638.427002,3043.007568,1635.946533,1915.890503,2383.85791,233.389099,271.999146,279.689026,20.269157,23.501848,28.88666,181.31543,181.95076,182.665955,0,0.524736,7.179001,18.000004,20.041388,23.846291,25093.275391,25945.474609,27208.771484,"Travel:244|CollectWater:46|HarvestLiveBiomass:15|HarvestDryBiomass:138|DryOrganicMatter:274|CollectChitin:19","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|move:459|movement water loss:459|movement organic maintenance:459|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Ростовая ткань:13|grow Каркас:134|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|capture dust:294|collect chitin:8|power intake and harvest:401|generate solar electricity:438|grow Парус:121|grow Солнечный лист:196|grow Резервуар:137|grow Органическое хранилище:206|harvest dry biomass:119|grow Сборщик сухой массы:72|grow Биореактор / топка:72|harvest live biomass:15|grow Жатка живой массы:13|grow Охлаждающий орган:75|grow Водозабор:16|grow Тепловой орган:16|withdraw surface water:20"
4,Autumn,2184,0,830.642784,0,0,0,0,2387.36084,2764.321533,3136.50708,1665.524536,1911.979004,2238.807373,218.431168,271.417511,279.683929,20.505722,23.454876,27.316504,182.666382,183.416138,184.111206,0,0.519867,6.448277,18.000004,18.000004,18.000004,25166.992188,26136.607422,27450.8125,"Travel:377|CollectWater:32|HarvestLiveBiomass:14|HarvestDryBiomass:131|DryOrganicMatter:159|CollectChitin:15","capture dust:354|burn dry organic matter:728|power intake and harvest:429|reject heat:728|spoil wet organic matter:728|move:408|movement water loss:408|movement organic maintenance:408|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:157|grow Солнечный лист:208|grow Резервуар:160|grow Органическое хранилище:242|grow Каркас:161|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|generate solar electricity:323|harvest dry biomass:77|grow Сборщик сухой массы:75|grow Биореактор / топка:75|grow Охлаждающий орган:51|withdraw surface water:16|harvest live biomass:14|grow Жатка живой массы:10|grow Водозабор:3|grow Тепловой орган:3|heat caravan:569|grow Ростовая ткань:4|collect chitin:7|atrophy Солнечный лист:167"
5,Winter,2160,0,646.54822,0,0,0,0,2522.32373,3002.411133,3622.861328,2262.614746,2613.79126,2868.925781,227.291245,275.408417,279.679962,27.788567,32.004208,35.045635,184.464844,186.782074,190.581131,0,0.324926,7.311111,18.000004,18.000004,18.000004,27490.359375,28877.957031,30321.435547,"Travel:473|CollectWater:36|HarvestLiveBiomass:13|HarvestDryBiomass:129|DryOrganicMatter:65|CollectChitin:4","capture dust:443|burn dry organic matter:720|power intake and harvest:517|heat caravan:720|reject heat:720|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|harvest dry biomass:118|move:371|movement water loss:371|movement organic maintenance:371|grow Сборщик сухой массы:64|grow Органическое хранилище:234|grow Биореактор / топка:64|harvest live biomass:13|generate solar electricity:276|grow Жатка живой массы:9|spoil wet organic matter:453|grow Парус:161|grow Солнечный лист:173|grow Резервуар:167|grow Каркас:174|withdraw surface water:18|collect chitin:2|grow Охлаждающий орган:12|grow Ростовая ткань:2|grow Водозабор:6|grow Тепловой орган:6|atrophy Охлаждающий орган:136"
5,Spring,2208,0,701.625834,0,0,0,0,2616.81543,2979.125,3347.813477,2210.443115,2611.943848,2868.650146,224.584915,273.86203,279.680237,27.47682,31.983936,34.787758,185.267151,186.018143,186.837753,0,0.43258,4.691275,18.000004,18.000004,18.000004,27594.242188,28796.324219,29545.744141,"Travel:297|CollectWater:33|HarvestLiveBiomass:15|HarvestDryBiomass:127|DryOrganicMatter:244|CollectChitin:20","capture dust:346|burn dry organic matter:736|power intake and harvest:405|heat caravan:329|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Солнечный лист:244|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:397|move:429|movement water loss:429|movement organic maintenance:429|harvest dry biomass:75|grow Сборщик сухой массы:71|grow Органическое хранилище:205|grow Биореактор / топка:71|grow Парус:121|grow Солнечный лист:189|grow Резервуар:129|grow Каркас:135|harvest live biomass:15|grow Жатка живой массы:13|grow Охлаждающий орган:68|withdraw surface water:16|grow Водозабор:8|grow Тепловой орган:8|grow Ростовая ткань:8|collect chitin:8"
5,Summer,2208,0,819.681489,0,0,0,0,2683.977295,3079.780273,3499.170166,1926.679565,2103.570313,2417.742676,223.42334,272.11792,279.675598,23.675299,25.771902,29.285398,186.845337,187.731567,188.655991,0,0.506658,7.061256,18.000004,18.000004,18.000004,26782.919922,27368.392578,28275.574219,"Travel:272|CollectWater:42|HarvestLiveBiomass:16|HarvestDryBiomass:111|DryOrganicMatter:282|CollectChitin:13","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|move:424|movement water loss:424|movement organic maintenance:424|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:106|grow Солнечный лист:193|grow Резервуар:124|grow Органическое хранилище:183|grow Каркас:113|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|capture dust:315|power intake and harvest:394|grow Водозабор:18|grow Тепловой орган:18|withdraw surface water:18|generate solar electricity:436|grow Охлаждающий орган:87|harvest dry biomass:74|grow Сборщик сухой массы:65|grow Биореактор / топка:65|harvest live biomass:16|grow Жатка живой массы:12|grow Ростовая ткань:7|collect chitin:6|heat caravan:95"
5,Autumn,2184,0,810.063057,0,0,0,0,2823.885742,3203.540283,3607.287354,1959.044922,2301.461182,2692.833252,216.516876,272.383209,279.671692,24.361538,28.190754,32.860416,188.649094,189.480713,190.284546,0,0.479768,6.9688,18.000004,18.000004,18.000004,27085.796875,28276.316406,29724.769531,"Travel:397|CollectWater:36|HarvestLiveBiomass:16|HarvestDryBiomass:118|DryOrganicMatter:149|CollectChitin:12","burn dry organic matter:728|heat caravan:728|reject heat:728|spoil wet organic matter:555|move:418|movement water loss:418|movement organic maintenance:418|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|harvest dry biomass:75|power intake and harvest:385|grow Сборщик сухой массы:67|grow Органическое хранилище:219|grow Биореактор / топка:67|grow Парус:140|grow Солнечный лист:178|grow Резервуар:145|grow Каркас:140|generate solar electricity:324|grow Охлаждающий орган:38|harvest live biomass:16|grow Жатка живой массы:12|capture dust:307|withdraw surface water:16|collect chitin:6|grow Водозабор:5|grow Тепловой орган:5|atrophy Солнечный лист:169"
