year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
3,Summer,2208,0,690.199111,0,2208,2208,0,2653.259277,3121.401611,3676.481201,1154.456665,1597.064941,2075.406982,246.484772,272.997314,277.792267,16.976364,18.568197,20.310715,189.063828,191.173386,193.330856,0,0.294378,4.454872,17.999996,17.999996,17.999996,22451.917969,23040.757813,23574.541016,"Travel:377|CollectWater:28|HarvestDryBiomass:150|DryOrganicMatter:173|CollectChitin:8","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:377|grow Солнечный лист:550|grow Резервуар:405|grow Органическое хранилище:527|grow Каркас:385|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:442|move:405|movement water loss:405|movement organic maintenance:405|capture dust:365|power intake and harvest:429|grow Охлаждающий орган:173|harvest dry biomass:91|grow Жатка живой массы:150|grow Сборщик сухой массы:150|grow Биореактор / топка:150|grow Водозабор:28|grow Тепловой орган:28|withdraw surface water:14|atrophy Сборщик сухой массы:286|collect chitin:6|grow Ростовая ткань:8|heat caravan:32"
3,Autumn,2184,0,289.875002,0,2184,2184,0,2927.710938,3484.718506,4054.917236,1584.570679,1813.345337,2048.716797,259.445831,273.324615,275.788574,18.718409,20.923334,23.235874,193.336975,195.672791,198.04538,0,0.085435,2.066199,17.999996,17.999996,17.999996,22718.371094,23413.158203,24096.527344,"Travel:552|CollectWater:22|HarvestDryBiomass:146|CollectChitin:8","burn dry organic matter:728|reject heat:728|spoil wet organic matter:562|move:251|movement water loss:251|movement organic maintenance:251|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:552|grow Солнечный лист:552|grow Резервуар:574|grow Органическое хранилище:698|grow Каркас:560|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|capture dust:413|power intake and harvest:455|heat caravan:720|generate solar electricity:319|grow Жатка живой массы:146|grow Сборщик сухой массы:146|grow Биореактор / топка:146|harvest dry biomass:81|grow Ростовая ткань:8|collect chitin:4|grow Водозабор:22|grow Тепловой орган:22|withdraw surface water:11|atrophy Парус:402|atrophy Солнечный лист:207"
4,Winter,2160,0,320.802735,0,1914,1914,0,3495.373779,4481.019531,5877.700195,1689.055542,2406.731445,3285.372314,247.381516,273.278137,277.442535,22.848783,28.010914,35.503105,199.607895,205.966888,215.158325,0,0.123005,4.687658,17.999996,17.999998,18.000004,23699.841797,25059.291016,26890.597656,"Travel:548|CollectWater:25|HarvestDryBiomass:133|CollectChitin:14","capture dust:540|burn dry organic matter:720|power intake and harvest:573|heat caravan:720|reject heat:720|spoil wet organic matter:539|move:290|movement water loss:290|movement organic maintenance:290|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:548|grow Солнечный лист:376|grow Резервуар:397|grow Органическое хранилище:468|grow Каркас:385|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|harvest dry biomass:88|grow Жатка живой массы:6|grow Сборщик сухой массы:133|grow Биореактор / топка:96|generate solar electricity:273|collect chitin:7|grow Ростовая ткань:14|grow Водозабор:25|grow Тепловой орган:16|withdraw surface water:12"
4,Spring,2208,0,257.411269,0,2208,2208,0,3826.85376,4447.559082,5105.412109,2034.563354,2410.293213,2785.268066,258.114014,270.595215,273.444824,25.109957,27.458544,29.908562,202.874496,205.676605,208.515945,0,0.067381,2.41752,17.999996,18.069563,21.635288,24326.005859,24983.0625,25653.46875,"Travel:593|CollectWater:25|HarvestDryBiomass:112|CollectChitin:6","capture dust:534|burn dry organic matter:736|power intake and harvest:556|heat caravan:263|reject heat:736|spoil wet organic matter:736|move:292|movement water loss:292|movement organic maintenance:292|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:593|grow Солнечный лист:593|grow Резервуар:618|grow Органическое хранилище:705|grow Каркас:599|atrophy Парус:736|atrophy Солнечный лист:261|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:402|grow Сборщик сухой массы:112|grow Биореактор / топка:112|harvest dry biomass:57|grow Водозабор:25|grow Тепловой орган:25|withdraw surface water:12|grow Ростовая ткань:6|collect chitin:4"
4,Summer,2208,0,498.44902,0,2208,2208,0,4354.054688,4990.805664,5644.213379,2390.884766,2712.071777,2990.898193,228.516388,265.544403,270.441528,28.100594,30.600742,33.229198,208.523834,211.32991,213.248734,0,0.199545,6.433739,18.000004,20.289129,23.848467,24845.941406,25668.025391,26382.966797,"Travel:584|CollectWater:33|HarvestDryBiomass:102|CollectChitin:17","withdraw surface water:16|burn dry organic matter:736|power intake and harvest:488|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Водозабор:33|grow Резервуар:461|grow Тепловой орган:27|atrophy Парус:701|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:275|movement water loss:275|movement organic maintenance:275|grow Ростовая ткань:16|grow Каркас:446|generate solar electricity:441|grow Сборщик сухой массы:95|grow Органическое хранилище:512|grow Биореактор / топка:78|harvest dry biomass:82|collect chitin:8|grow Парус:564|grow Солнечный лист:435|capture dust:426"
4,Autumn,2184,0,408.374357,0,1347,1347,0,4753.015625,5249.126465,5818.94043,2728.75,2831.564453,2980.30127,229.607178,271.603241,276.370361,31.592089,33.27002,34.656296,213.129089,213.57016,214.93602,0,0.151705,6.433895,18.000004,18.000004,18.000004,25471.351563,26043.304688,26788.203125,"Travel:584|CollectWater:20|HarvestDryBiomass:113|CollectChitin:11","harvest dry biomass:61|capture dust:485|burn dry organic matter:728|power intake and harvest:523|reject heat:728|spoil wet organic matter:728|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Сборщик сухой массы:113|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|move:316|movement water loss:316|movement organic maintenance:316|grow Парус:584|generate solar electricity:325|grow Водозабор:20|withdraw surface water:10|heat caravan:581|grow Резервуар:154|collect chitin:7|grow Ростовая ткань:11|grow Каркас:147|grow Солнечный лист:140|grow Органическое хранилище:168|grow Биореактор / топка:29|grow Тепловой орган:4|atrophy Солнечный лист:191"
5,Winter,2160,0,332.867821,0,54,54,0,4944.47998,5651.257324,6553.154785,2801.593994,3047.921631,3371.659424,245.157486,276.918823,278.896301,33.720909,36.195129,39.64785,215.103897,217.458405,221.101181,0,0.120376,5.261839,18.000004,18.000004,18.000004,25950.412109,26940.498047,28364.275391,"Travel:575|CollectWater:16|HarvestDryBiomass:123|CollectChitin:6","burn dry organic matter:720|heat caravan:720|reject heat:720|move:291|movement water loss:291|movement organic maintenance:291|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:575|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|capture dust:495|power intake and harvest:537|generate solar electricity:280|harvest dry biomass:110|spoil wet organic matter:441|grow Сборщик сухой массы:123|grow Ростовая ткань:6|collect chitin:2|grow Каркас:51|grow Солнечный лист:274|grow Резервуар:66|grow Органическое хранилище:60|grow Биореактор / топка:11|grow Водозабор:16|grow Тепловой орган:2|withdraw surface water:9|atrophy Охлаждающий орган:479|atrophy Ростовая ткань:185"
5,Spring,2208,0,270.62186,0,1446,1446,0,4996.973633,5580.208496,6172.15625,2856.046387,3024.666016,3188.122559,250.758682,276.915344,279.128601,34.318138,35.595577,37.092033,215.599548,216.79483,217.84053,0,0.1011,4.164967,18.000004,18.000004,18.000004,25991.130859,26799.798828,27587.425781,"Travel:610|CollectWater:22|HarvestDryBiomass:90|CollectChitin:14","burn dry organic matter:736|heat caravan:340|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:610|grow Солнечный лист:430|atrophy Парус:736|atrophy Солнечный лист:270|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:592|generate solar electricity:399|move:265|movement water loss:265|movement organic maintenance:265|harvest dry biomass:46|power intake and harvest:509|grow Сборщик сухой массы:90|grow Водозабор:22|grow Резервуар:173|withdraw surface water:11|capture dust:482|collect chitin:8|grow Ростовая ткань:14|grow Каркас:159|grow Органическое хранилище:178|grow Биореактор / топка:27|grow Тепловой орган:6"
5,Summer,2208,0,379.459666,0,1032,1032,0,5220.174316,5746.236328,6293.52002,2989.070801,3108.277588,3236.702881,243.860626,276.479736,278.935699,35.085072,36.704266,38.101948,217.798141,218.294617,219.260574,0,0.133263,5.483318,18.000004,18.000004,18.000004,26482.775391,27120.234375,27788.324219,"Travel:631|CollectWater:21|HarvestDryBiomass:74|CollectChitin:10","harvest dry biomass:41|capture dust:394|burn dry organic matter:736|power intake and harvest:427|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Сборщик сухой массы:74|atrophy Парус:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:712|move:269|movement water loss:269|movement organic maintenance:269|grow Парус:631|grow Солнечный лист:202|generate solar electricity:439|grow Ростовая ткань:10|collect chitin:6|grow Каркас:108|grow Резервуар:110|grow Органическое хранилище:113|grow Биореактор / топка:13|atrophy Биореактор / топка:695|grow Водозабор:21|grow Тепловой орган:4|withdraw surface water:10|atrophy Ростовая ткань:192|heat caravan:101"
5,Autumn,2184,0,408.965446,0,1872,1872,0,5352.697266,5933.964355,6548.125977,3072.312988,3205.888672,3331.136963,236.907898,276.182983,278.834381,35.804733,37.531395,39.25391,219.273972,220.359497,221.129196,0,0.142705,6.56078,18.000004,18.000004,18.000004,26850.878906,27560.03125,28322.482422,"Travel:593|CollectWater:22|HarvestDryBiomass:102|CollectChitin:11","capture dust:455|burn dry organic matter:728|power intake and harvest:489|heat caravan:728|reject heat:728|spoil wet organic matter:521|move:310|movement water loss:310|movement organic maintenance:310|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Сборщик сухой массы:102|grow Органическое хранилище:127|grow Биореактор / топка:21|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Биореактор / топка:148|atrophy Электромотор:728|atrophy Тепловой орган:728|atrophy Охлаждающий орган:728|harvest dry biomass:58|grow Парус:593|grow Солнечный лист:111|grow Резервуар:119|grow Каркас:112|generate solar electricity:325|grow Водозабор:22|withdraw surface water:10|grow Ростовая ткань:11|collect chitin:6|grow Тепловой орган:7|atrophy Солнечный лист:200"
