year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
3,Summer,2208,0,913.184337,0,1239,1239,0,2642.706299,3111.542969,3609.479492,1277.816284,1593.199341,1891.554443,242.987411,272.760071,278.859528,17.015547,18.780418,20.478924,189.076172,191.212479,193.476639,0,0.458787,4.368877,17.999996,17.999996,17.999996,22972.976563,23508.423828,24091.876953,"Travel:231|CollectWater:29|HarvestLiveBiomass:5|HarvestDryBiomass:147|DryOrganicMatter:302|CollectChitin:22","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|move:464|movement water loss:464|movement organic maintenance:464|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:231|grow Солнечный лист:533|grow Резервуар:260|grow Органическое хранилище:383|grow Каркас:253|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:430|grow Охлаждающий орган:302|capture dust:306|power intake and harvest:402|harvest dry biomass:113|grow Жатка живой массы:152|grow Сборщик сухой массы:147|grow Биореактор / топка:147|grow Водозабор:29|grow Тепловой орган:29|withdraw surface water:15|harvest live biomass:5|atrophy Сборщик сухой массы:103|grow Ростовая ткань:22|collect chitin:6|heat caravan:32"
3,Autumn,2184,0,735.884231,0,1152,1152,0,2846.833252,3389.283203,3985.792969,1385.368652,1766.986938,2207.122559,240.100143,274.276398,278.596161,18.632603,20.821354,23.136576,193.484024,196.291534,199.168625,0,0.321373,6.152725,17.999996,17.999996,17.999996,23354.818359,24479.177734,25685.597656,"Travel:388|CollectWater:26|HarvestLiveBiomass:10|HarvestDryBiomass:145|DryOrganicMatter:151|CollectChitin:8","capture dust:318|burn dry organic matter:728|power intake and harvest:391|heat caravan:721|reject heat:728|spoil wet organic matter:584|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:388|grow Солнечный лист:539|grow Резервуар:414|grow Органическое хранилище:543|grow Каркас:396|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:727|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|generate solar electricity:325|grow Охлаждающий орган:151|move:392|movement water loss:392|movement organic maintenance:392|grow Жатка живой массы:155|grow Сборщик сухой массы:145|grow Биореактор / топка:145|harvest dry biomass:91|harvest live biomass:10|grow Ростовая ткань:8|collect chitin:4|grow Водозабор:26|grow Тепловой орган:26|withdraw surface water:13|atrophy Солнечный лист:178"
4,Winter,2160,0,570.465514,0,831,831,0,3353.432129,4152.198242,5167.929199,1103.123779,2261.303711,3673.558105,239.442749,275.776031,279.441559,22.778288,26.693504,31.746841,201.08931,207.22081,215.228928,0,0.24476,4.418491,17.999996,17.999998,18.000004,25730.640625,26662.162109,27671.162109,"Travel:470|CollectWater:23|HarvestLiveBiomass:7|HarvestDryBiomass:138|DryOrganicMatter:66|CollectChitin:16","capture dust:447|collect chitin:8|burn dry organic matter:720|power intake and harvest:485|heat caravan:720|reject heat:720|spoil wet organic matter:542|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Ростовая ткань:16|grow Каркас:300|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|harvest dry biomass:94|move:345|movement water loss:345|movement organic maintenance:345|grow Жатка живой массы:145|grow Сборщик сухой массы:138|grow Органическое хранилище:392|grow Биореактор / топка:100|grow Парус:470|grow Солнечный лист:447|grow Резервуар:308|generate solar electricity:273|grow Охлаждающий орган:66|grow Водозабор:23|grow Тепловой орган:19|withdraw surface water:11|harvest live biomass:7|atrophy Парус:248|atrophy Охлаждающий орган:248"
4,Spring,2208,0,743.085307,0,1104,1104,0,3615.217285,4225.391113,4787.648926,1756.572754,2320.96582,2884.833496,237.837418,273.130127,279.196747,24.854023,27.367922,29.549011,205.169952,208.523254,210.66832,0,0.37305,5.3339,17.999996,18.080446,21.632528,26801.882813,27597.267578,28328.414063,"Travel:311|CollectWater:26|HarvestLiveBiomass:10|HarvestDryBiomass:127|DryOrganicMatter:251|CollectChitin:11","capture dust:399|burn dry organic matter:736|power intake and harvest:446|heat caravan:250|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:279|grow Солнечный лист:494|grow Резервуар:270|grow Органическое хранилище:353|grow Каркас:257|atrophy Солнечный лист:240|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:400|move:416|movement water loss:416|movement organic maintenance:416|grow Охлаждающий орган:176|grow Жатка живой массы:120|grow Сборщик сухой массы:110|grow Биореактор / топка:96|harvest dry biomass:74|grow Водозабор:23|grow Тепловой орган:20|withdraw surface water:13|harvest live biomass:10|grow Ростовая ткань:11|collect chitin:3"
4,Summer,2208,0,727.345819,0,549,549,0,3889.097412,4414.793457,4962.670898,1707.623779,2445.163574,3174.150146,231.660858,274.275269,279.45813,27.287416,28.898106,30.367399,210.678909,212.383881,213.33429,0,0.364224,7.250866,18.000004,20.126072,23.848188,25739.943359,26665.929688,27661.673828,"Travel:329|CollectWater:33|HarvestLiveBiomass:2|HarvestDryBiomass:116|DryOrganicMatter:234|CollectChitin:22","capture dust:271|collect chitin:9|burn dry organic matter:736|power intake and harvest:364|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Ростовая ткань:18|grow Каркас:111|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:419|movement water loss:419|movement organic maintenance:419|generate solar electricity:429|grow Жатка живой массы:85|grow Сборщик сухой массы:83|grow Органическое хранилище:138|grow Биореактор / топка:37|harvest dry biomass:100|grow Солнечный лист:260|grow Охлаждающий орган:81|grow Водозабор:22|grow Резервуар:119|grow Тепловой орган:8|withdraw surface water:15|grow Парус:247|harvest live biomass:2"
4,Autumn,2184,0,358.044317,0,270,270,0,4020.137451,4529.249512,5108.75293,2285.621094,2498.59668,2706.46582,238.405716,277.242615,279.508881,28.385386,29.693356,31.201572,213.216873,213.671326,215.012482,0,0.134926,6.572018,18.000004,18.000004,18.000004,25458.445313,26155.810547,26981.298828,"Travel:586|CollectWater:20|HarvestLiveBiomass:2|HarvestDryBiomass:106|CollectChitin:14","capture dust:460|burn dry organic matter:728|power intake and harvest:498|reject heat:728|spoil wet organic matter:728|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:586|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|generate solar electricity:324|move:301|movement water loss:301|movement organic maintenance:301|grow Жатка живой массы:108|grow Сборщик сухой массы:106|harvest dry biomass:56|grow Водозабор:20|withdraw surface water:10|atrophy Охлаждающий орган:632|heat caravan:584|atrophy Ростовая ткань:253|atrophy Парус:504|grow Ростовая ткань:14|collect chitin:7|grow Каркас:116|grow Солнечный лист:107|grow Резервуар:111|grow Органическое хранилище:129|grow Биореактор / топка:22|grow Тепловой орган:4|harvest live biomass:2|atrophy Солнечный лист:193"
5,Winter,2160,0,352.214574,0,12,12,0,4195.981934,4924.135254,5841.820313,2186.80835,2713.536621,3308.570313,261.35556,278.110931,279.493988,29.595181,32.29409,35.808372,215.166473,217.488098,221.076599,0,0.11379,2.897519,18.000004,18.000004,18.000004,26043.46875,26922.3125,27944.425781,"Travel:575|CollectWater:23|HarvestDryBiomass:119|CollectChitin:3","capture dust:480|burn dry organic matter:720|power intake and harvest:526|heat caravan:720|reject heat:720|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:575|grow Солнечный лист:392|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|atrophy Охлаждающий орган:720|generate solar electricity:278|spoil wet organic matter:441|harvest dry biomass:107|move:311|movement water loss:311|movement organic maintenance:311|grow Жатка живой массы:119|grow Сборщик сухой массы:119|grow Водозабор:23|grow Резервуар:63|withdraw surface water:11|grow Ростовая ткань:3|collect chitin:2|grow Каркас:40|grow Органическое хранилище:48|grow Биореактор / топка:9|grow Тепловой орган:2|atrophy Ростовая ткань:248"
5,Spring,2208,0,270.010571,0,1155,1155,0,4267.041504,4867.506836,5478.884766,2348.92749,2690.774414,3027.31665,266.876831,277.497498,279.513641,30.30154,31.828398,33.439983,215.63237,216.834564,217.859116,0,0.089389,1.779299,18.000004,18.000004,18.000004,26125.615234,26841.056641,27557.496094,"Travel:608|CollectWater:20|HarvestLiveBiomass:2|HarvestDryBiomass:91|CollectChitin:15","capture dust:460|burn dry organic matter:736|power intake and harvest:485|heat caravan:337|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:608|grow Солнечный лист:509|atrophy Парус:736|atrophy Солнечный лист:270|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:736|generate solar electricity:402|move:249|movement water loss:249|movement organic maintenance:249|grow Жатка живой массы:93|grow Сборщик сухой массы:91|harvest dry biomass:45|atrophy Ростовая ткань:147|grow Водозабор:20|grow Резервуар:136|withdraw surface water:10|grow Ростовая ткань:15|collect chitin:8|grow Каркас:132|grow Органическое хранилище:145|grow Биореактор / топка:20|grow Тепловой орган:4|harvest live biomass:2|atrophy Биореактор / топка:14"
5,Summer,2208,0,342.225351,0,624,624,0,4474.050781,5024.193848,5606.306641,2494.59082,2775.684326,3070.547119,236.604248,277.016083,279.36142,31.462721,32.87471,34.190205,217.810898,218.309662,219.461777,0,0.116689,6.63517,18.000004,18.000004,18.000004,25886.121094,26650,27350.988281,"Travel:632|CollectWater:20|HarvestLiveBiomass:2|HarvestDryBiomass:73|CollectChitin:9","capture dust:417|burn dry organic matter:733|power intake and harvest:451|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:632|grow Солнечный лист:130|atrophy Парус:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Биореактор / топка:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:736|move:273|movement water loss:273|movement organic maintenance:273|generate solar electricity:440|grow Жатка живой массы:75|grow Сборщик сухой массы:73|harvest dry biomass:38|grow Ростовая ткань:9|collect chitin:6|grow Каркас:98|grow Резервуар:96|grow Органическое хранилище:105|grow Водозабор:20|grow Тепловой орган:4|withdraw surface water:10|grow Биореактор / топка:12|atrophy Ростовая ткань:377|heat caravan:94|harvest live biomass:2"
5,Autumn,2184,0,420.173921,0,690,690,0,4612.249512,5204.994629,5823.615723,2741.401123,2876.495361,3013.434814,246.871033,277.456116,279.337769,32.440746,33.954044,35.536884,219.443008,220.350815,221.109055,0,0.127641,4.872602,18.000004,18.000004,18.000004,26325.357422,27160.5,27900.214844,"Travel:598|CollectWater:19|HarvestLiveBiomass:1|HarvestDryBiomass:98|CollectChitin:12","burn dry organic matter:728|heat caravan:728|reject heat:728|spoil wet organic matter:521|move:369|movement water loss:369|movement organic maintenance:369|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:598|grow Солнечный лист:84|grow Резервуар:89|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Биореактор / топка:177|atrophy Электромотор:728|atrophy Тепловой орган:728|atrophy Охлаждающий орган:728|capture dust:450|power intake and harvest:484|generate solar electricity:326|grow Жатка живой массы:99|grow Сборщик сухой массы:98|harvest dry biomass:58|grow Водозабор:19|withdraw surface water:9|grow Ростовая ткань:12|collect chitin:6|grow Каркас:84|grow Органическое хранилище:96|grow Биореактор / топка:14|harvest live biomass:1|grow Тепловой орган:4|atrophy Ростовая ткань:258|atrophy Солнечный лист:205"
