year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
3,Summer,2208,0,818.600457,0,2208,2208,0,2547.442627,2997.668213,3480.578369,1052.551758,1524.964478,2018.343262,242.57814,270.257416,276.445435,16.357216,17.838381,19.380865,187.417511,189.245438,191.200668,0,0.37107,4.094181,17.999996,17.999996,17.999996,22480.339844,23011.246094,23641.095703,"Travel:274|CollectWater:30|HarvestDryBiomass:147|DryOrganicMatter:268|CollectChitin:17","burn dry organic matter:736|reject heat:736|spoil wet organic matter:736|move:456|movement water loss:456|movement organic maintenance:456|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:274|grow Солнечный лист:542|grow Резервуар:304|grow Органическое хранилище:421|grow Каркас:291|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|capture dust:335|power intake and harvest:426|generate solar electricity:432|grow Охлаждающий орган:268|harvest dry biomass:122|grow Жатка живой массы:147|grow Сборщик сухой массы:147|grow Биореактор / топка:147|grow Водозабор:30|grow Тепловой орган:30|withdraw surface water:15|grow Ростовая ткань:17|collect chitin:6|heat caravan:32|atrophy Сборщик сухой массы:59"
3,Autumn,2184,0,326.242638,0,2184,2184,0,2765.729248,3301.698242,3855.325195,1479.012695,1703.537598,1951.468506,257.316193,270.332581,273.504608,17.694839,19.697081,22.04076,191.206589,193.439133,195.702591,0,0.092707,2.304673,17.999996,17.999996,17.999996,22610.845703,23252.689453,23979.371094,"Travel:551|CollectWater:24|HarvestDryBiomass:145|CollectChitin:8","burn dry organic matter:728|reject heat:728|spoil wet organic matter:563|move:302|movement water loss:302|movement organic maintenance:302|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:551|grow Солнечный лист:551|grow Резервуар:575|grow Органическое хранилище:696|grow Каркас:559|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|capture dust:475|power intake and harvest:510|heat caravan:720|generate solar electricity:326|grow Жатка живой массы:145|grow Сборщик сухой массы:145|grow Биореактор / топка:145|harvest dry biomass:84|grow Ростовая ткань:8|collect chitin:4|grow Водозабор:24|grow Тепловой орган:24|withdraw surface water:12|atrophy Солнечный лист:206|atrophy Парус:125"
4,Winter,2160,0,340.454732,0,2160,2160,0,3265.73999,4348.133301,5841.724121,1520.400146,2323.688477,3337.534668,244.328506,267.348175,270.273926,21.497057,26.859995,35.095585,197.182663,204.315903,215.163406,0,0.122433,3.68737,17.999996,17.999998,18.000004,23421.789063,24935.40625,26871.373047,"Travel:544|CollectWater:26|HarvestDryBiomass:136|CollectChitin:14","capture dust:542|collect chitin:8|burn dry organic matter:720|power intake and harvest:571|heat caravan:720|reject heat:720|spoil wet organic matter:540|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Ростовая ткань:14|grow Каркас:413|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|grow Парус:542|grow Солнечный лист:542|grow Резервуар:426|grow Органическое хранилище:504|harvest dry biomass:90|move:286|movement water loss:286|movement organic maintenance:286|grow Жатка живой массы:14|grow Сборщик сухой массы:134|grow Биореактор / топка:104|generate solar electricity:275|grow Водозабор:25|grow Тепловой орган:19|withdraw surface water:13|atrophy Охлаждающий орган:28"
4,Spring,2208,0,276.302265,0,2208,2208,0,3614.870361,4221.917969,4849.428711,1868.65332,2264.209473,2642.838623,252.368271,266.703918,269.522583,23.545292,25.902056,28.216127,200.271561,202.829681,205.249176,0,0.080286,2.071755,17.999996,18.069563,21.635288,24108.404297,24711.355469,25299.214844,"Travel:588|CollectWater:26|HarvestDryBiomass:115|CollectChitin:7","capture dust:516|burn dry organic matter:736|power intake and harvest:541|heat caravan:261|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:569|grow Солнечный лист:569|grow Резервуар:592|grow Органическое хранилище:663|grow Каркас:575|atrophy Парус:736|atrophy Солнечный лист:265|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:398|move:297|movement water loss:297|movement organic maintenance:297|grow Сборщик сухой массы:94|grow Биореактор / топка:94|harvest dry biomass:58|grow Водозабор:23|grow Тепловой орган:23|withdraw surface water:13|grow Ростовая ткань:6|collect chitin:5"
4,Summer,2208,0,538.206941,0,2208,2208,0,4082.704346,4669.259277,5316.45459,2212.904297,2513.020996,2824.219727,199.48439,263.248322,267.665741,26.553305,28.672079,30.94722,205.244278,207.405869,209.585953,0,0.214741,6.753487,18.000004,20.365217,23.848467,24527.425781,25189.904297,25985.916016,"Travel:594|CollectWater:33|HarvestDryBiomass:97|CollectChitin:12","capture dust:420|burn dry organic matter:736|power intake and harvest:484|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|atrophy Парус:656|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:281|movement water loss:281|movement organic maintenance:281|harvest dry biomass:82|grow Сборщик сухой массы:63|grow Органическое хранилище:538|grow Биореактор / топка:63|generate solar electricity:440|grow Ростовая ткань:10|grow Каркас:485|collect chitin:7|grow Парус:475|grow Солнечный лист:475|grow Резервуар:498|grow Водозабор:23|grow Тепловой орган:23|withdraw surface water:16"
4,Autumn,2184,0,382.141924,0,2184,2184,0,4509.078613,5110.205566,5750.838867,2540.695313,2750.661621,2966.151855,223.657639,263.983185,266.485138,29.153013,31.384802,33.691303,209.581314,211.979599,214.616821,0,0.13368,6.46682,18.000004,18.000004,18.000004,25113.783203,25843.501953,26696.324219,"Travel:577|CollectWater:25|HarvestDryBiomass:116|CollectChitin:10","capture dust:504|burn dry organic matter:728|power intake and harvest:537|reject heat:728|spoil wet organic matter:728|move:351|movement water loss:351|movement organic maintenance:351|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|harvest dry biomass:63|grow Сборщик сухой массы:76|grow Органическое хранилище:585|grow Биореактор / топка:76|generate solar electricity:327|grow Парус:509|grow Солнечный лист:509|grow Резервуар:522|grow Каркас:519|grow Водозабор:13|grow Тепловой орган:13|withdraw surface water:12|heat caravan:583|collect chitin:7|grow Ростовая ткань:10|atrophy Солнечный лист:194|atrophy Охлаждающий орган:21"
5,Winter,2160,0,355.691734,0,2160,2160,0,4984.058594,5661.151367,6554.431641,2804.846924,3060.415527,3394.643799,211.20787,269.897888,275.339722,33.513069,36.232689,39.93404,215.11058,217.472397,221.130402,0,0.141065,6.005581,18.000004,18.000004,18.000004,26001.5,26976.546875,28385.914063,"Travel:570|CollectWater:24|HarvestDryBiomass:122|CollectChitin:4","capture dust:497|burn dry organic matter:720|power intake and harvest:544|heat caravan:720|reject heat:720|move:320|movement water loss:320|movement organic maintenance:320|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:570|grow Солнечный лист:386|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|generate solar electricity:282|harvest dry biomass:108|spoil wet organic matter:442|grow Сборщик сухой массы:122|grow Ростовая ткань:4|collect chitin:2|grow Каркас:56|grow Водозабор:24|grow Резервуар:80|grow Тепловой орган:4|withdraw surface water:11|grow Органическое хранилище:68|grow Биореактор / топка:12|atrophy Охлаждающий орган:573"
5,Spring,2208,0,269.511741,0,2208,2208,0,5070.96582,5608.976563,6169.157715,2868.244385,3031.757813,3199.988281,226.97406,272.755585,275.310638,34.421349,35.655571,37.132072,215.611893,216.799667,217.858994,0,0.093903,7.473881,18.000004,18.000004,18.000004,26131.435547,26854.154297,27539.384766,"Travel:609|CollectWater:22|HarvestDryBiomass:92|CollectChitin:13","capture dust:502|burn dry organic matter:736|power intake and harvest:525|heat caravan:340|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:609|grow Солнечный лист:535|atrophy Парус:736|atrophy Солнечный лист:274|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:668|move:308|movement water loss:308|movement organic maintenance:308|generate solar electricity:398|grow Сборщик сухой массы:92|harvest dry biomass:47|grow Водозабор:22|grow Резервуар:190|withdraw surface water:11|collect chitin:8|grow Ростовая ткань:13|grow Каркас:181|grow Органическое хранилище:201|grow Биореактор / топка:29|grow Тепловой орган:4"
5,Summer,2208,0,322.139994,0,2208,2208,0,5253.788086,5760.07959,6323.498047,2998.908691,3120.725342,3243.154053,244.666367,272.414398,275.394348,35.416241,36.838604,38.230659,217.820267,218.312592,219.165985,0,0.107673,3.599426,18.000004,18.000004,18.000004,26577.871094,27157.847656,27852.675781,"Travel:627|CollectWater:24|HarvestDryBiomass:75|CollectChitin:10","capture dust:441|burn dry organic matter:735|power intake and harvest:475|reject heat:736|spoil wet organic matter:736|move:288|movement water loss:288|movement organic maintenance:288|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:627|grow Солнечный лист:514|atrophy Парус:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:736|generate solar electricity:443|grow Водозабор:24|withdraw surface water:12|grow Резервуар:114|grow Сборщик сухой массы:75|harvest dry biomass:42|atrophy Биореактор / топка:700|grow Ростовая ткань:10|collect chitin:6|grow Каркас:109|grow Органическое хранилище:118|grow Биореактор / топка:17|atrophy Ростовая ткань:120|heat caravan:96|grow Тепловой орган:4"
5,Autumn,2184,0,419.340736,0,2184,2184,0,5402.012695,5967.906738,6522.90625,3094.806396,3221.047607,3341.546631,227.866776,272.320496,275.215607,36.020924,37.695793,39.412365,219.177917,220.375137,221.156082,0,0.135071,6.302841,18.000004,18.000004,18.000004,26958.880859,27616.535156,28300.542969,"Travel:590|CollectWater:22|HarvestDryBiomass:101|CollectChitin:15","capture dust:467|burn dry organic matter:728|power intake and harvest:495|heat caravan:728|reject heat:728|spoil wet organic matter:521|move:361|movement water loss:361|movement organic maintenance:361|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:563|grow Солнечный лист:161|grow Резервуар:145|grow Органическое хранилище:155|grow Каркас:138|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Биореактор / топка:154|atrophy Электромотор:728|atrophy Тепловой орган:728|atrophy Охлаждающий орган:728|generate solar electricity:327|grow Сборщик сухой массы:97|grow Биореактор / топка:21|harvest dry biomass:61|grow Водозабор:21|withdraw surface water:10|grow Ростовая ткань:14|collect chitin:6|grow Тепловой орган:8|atrophy Солнечный лист:204"
