year,season,hours,hibernation_hours,distance_km,water_scarcity_hours,organic_scarcity_hours,nitrogen_scarcity_hours,thermal_scarcity_hours,water_min,water_mean,water_max,organic_min,organic_mean,organic_max,electricity_min,electricity_mean,electricity_max,organic_nitrogen_min,organic_nitrogen_mean,organic_nitrogen_max,structural_nitrogen_min,structural_nitrogen_mean,structural_nitrogen_max,heat_min,heat_mean,heat_max,body_temperature_min,body_temperature_mean,body_temperature_max,total_mass_min,total_mass_mean,total_mass_max,activities,actions
3,Summer,2208,0,683.150694,0,0,0,0,2649.182129,3120.956299,3632.272461,1151.173096,1586.275146,2051.810547,252.364166,275.414581,279.236206,16.917547,18.482311,20.156702,188.780746,190.773407,192.830566,0,0.278308,3.827765,17.999996,17.999996,17.999996,22478.59375,23039.980469,23631.628906,"Travel:361|CollectWater:26|HarvestDryBiomass:153|DryOrganicMatter:186|CollectChitin:10","harvest dry biomass:101|capture dust:334|burn dry organic matter:736|power intake and harvest:410|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Жатка живой массы:153|grow Сборщик сухой массы:153|grow Органическое хранилище:514|grow Биореактор / топка:153|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:400|movement water loss:400|movement organic maintenance:400|grow Парус:361|grow Солнечный лист:547|grow Резервуар:387|grow Каркас:371|generate solar electricity:440|grow Охлаждающий орган:186|grow Водозабор:26|grow Тепловой орган:26|withdraw surface water:13|atrophy Сборщик сухой массы:267|collect chitin:6|grow Ростовая ткань:10|heat caravan:33"
3,Autumn,2184,0,278.481117,0,0,0,0,2892.779541,3468.972412,4060.707275,1573.201172,1794.297119,2035.732178,264.806824,277.893158,279.188751,18.599895,20.736115,23.089184,192.836533,195.110886,197.441879,0,0.075153,2.2977,17.999996,17.999996,17.999996,22702.277344,23394.53125,24160.445313,"Travel:549|CollectWater:23|HarvestDryBiomass:147|CollectChitin:9","capture dust:441|burn dry organic matter:728|power intake and harvest:485|heat caravan:720|reject heat:728|spoil wet organic matter:560|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:549|grow Солнечный лист:549|grow Резервуар:572|grow Органическое хранилище:696|grow Каркас:558|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|generate solar electricity:322|move:248|movement water loss:248|movement organic maintenance:248|grow Жатка живой массы:147|grow Сборщик сухой массы:147|grow Биореактор / топка:147|harvest dry biomass:79|grow Водозабор:23|grow Тепловой орган:23|withdraw surface water:12|grow Ростовая ткань:9|collect chitin:4|atrophy Парус:462|atrophy Солнечный лист:208"
4,Winter,2160,0,334.118578,0,0,0,0,3445.700195,4479.861328,5901.087402,1663.5,2397.364502,3290.240967,236.425888,277.642303,279.55368,22.625917,27.898596,35.502773,198.988617,205.604477,215.161087,0,0.131776,6.896599,17.999996,17.999998,18.000004,23671.914063,25060.611328,26911.367188,"Travel:548|CollectWater:22|HarvestDryBiomass:134|CollectChitin:16","harvest dry biomass:86|capture dust:547|burn dry organic matter:720|power intake and harvest:581|heat caravan:720|reject heat:720|spoil wet organic matter:538|move:330|movement water loss:330|movement organic maintenance:330|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Жатка живой массы:8|grow Сборщик сухой массы:134|grow Органическое хранилище:465|grow Биореактор / топка:96|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|grow Ростовая ткань:16|grow Каркас:384|collect chitin:8|generate solar electricity:277|grow Парус:548|grow Солнечный лист:453|grow Резервуар:391|grow Водозабор:22|grow Тепловой орган:16|withdraw surface water:11"
4,Spring,2208,0,264.542652,0,0,0,0,3785.624023,4457.786621,5161.782227,2011.266235,2408.68335,2806.088379,262.689087,277.289246,279.039276,24.84214,27.397499,29.957598,202.390289,205.329376,208.343842,0,0.08029,2.325886,17.999996,18.069563,21.635288,24225.775391,25006.349609,25706.822266,"Travel:587|CollectWater:26|HarvestDryBiomass:114|CollectChitin:9","capture dust:513|burn dry organic matter:736|power intake and harvest:537|heat caravan:263|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:587|grow Солнечный лист:587|grow Резервуар:613|grow Органическое хранилище:701|grow Каркас:596|atrophy Парус:736|atrophy Солнечный лист:257|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|generate solar electricity:401|move:283|movement water loss:283|movement organic maintenance:283|grow Сборщик сухой массы:114|grow Биореактор / топка:114|harvest dry biomass:58|grow Водозабор:26|grow Тепловой орган:26|withdraw surface water:13|grow Ростовая ткань:9|collect chitin:5"
4,Summer,2208,0,461.525632,0,0,0,0,4346.223633,5028.524414,5674.376953,2408.934082,2725.206055,3006.672852,240.078644,276.061096,279.57959,28.22558,30.694885,33.366154,208.352539,211.355881,213.25354,0,0.182087,5.69125,18.000004,20.256521,23.848467,24904.998047,25730.765625,26522.201172,"Travel:598|CollectWater:29|HarvestDryBiomass:97|CollectChitin:12","capture dust:405|burn dry organic matter:736|power intake and harvest:469|reject heat:736|spoil wet organic matter:736|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:598|grow Солнечный лист:432|grow Резервуар:455|grow Органическое хранилище:503|grow Каркас:440|atrophy Парус:671|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|move:296|movement water loss:296|movement organic maintenance:296|generate solar electricity:441|grow Ростовая ткань:12|collect chitin:7|grow Сборщик сухой массы:97|grow Биореактор / топка:70|harvest dry biomass:84|grow Водозабор:29|grow Тепловой орган:23|withdraw surface water:14"
4,Autumn,2184,0,393.292486,0,0,0,0,4756.965332,5258.32373,5854.810059,2728.719238,2836.28833,2989.001221,258.412628,277.587372,279.579132,31.643578,33.360355,34.752247,213.135132,213.577728,214.939392,0,0.134832,3.349443,18.000004,18.000004,18.000004,25454.867188,26057.785156,26806.777344,"Travel:581|CollectWater:24|HarvestDryBiomass:111|CollectChitin:12","capture dust:453|burn dry organic matter:728|power intake and harvest:497|reject heat:728|spoil wet organic matter:728|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:581|atrophy Парус:723|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Электромотор:728|atrophy Тепловой орган:728|move:302|movement water loss:302|movement organic maintenance:302|grow Сборщик сухой массы:111|harvest dry biomass:60|generate solar electricity:324|grow Водозабор:24|withdraw surface water:11|heat caravan:582|grow Резервуар:145|collect chitin:7|grow Ростовая ткань:12|grow Каркас:140|grow Солнечный лист:132|grow Органическое хранилище:157|grow Тепловой орган:9|grow Биореактор / топка:27|atrophy Солнечный лист:196"
5,Winter,2160,0,363.893966,0,0,0,0,4955.307617,5665.858398,6570.770508,2788.282959,3051.567871,3377.802002,251.537506,277.982941,279.546143,33.627129,36.242714,39.778492,215.107986,217.465103,221.111176,0,0.131508,4.477436,18.000004,18.000004,18.000004,25882.728516,26958.458984,28355.078125,"Travel:575|CollectWater:23|HarvestDryBiomass:118|CollectChitin:4","capture dust:499|burn dry organic matter:720|power intake and harvest:545|heat caravan:720|reject heat:720|move:356|movement water loss:356|movement organic maintenance:356|maintain caravan water circuit:720|maintain living structure:720|circulate organic nitrogen:720|maintain electrical systems:720|grow Парус:575|grow Солнечный лист:426|atrophy Парус:720|atrophy Солнечный лист:720|atrophy Водозабор:720|atrophy Снегосборник:720|atrophy Жатка живой массы:720|atrophy Сборщик сухой массы:720|atrophy Сушильный орган:720|atrophy Электромотор:720|atrophy Тепловой орган:720|harvest dry biomass:103|grow Сборщик сухой массы:118|generate solar electricity:280|spoil wet organic matter:445|grow Водозабор:23|grow Резервуар:75|withdraw surface water:11|grow Ростовая ткань:4|collect chitin:2|grow Каркас:52|grow Органическое хранилище:59|grow Биореактор / топка:8|atrophy Охлаждающий орган:548|grow Тепловой орган:2|atrophy Ростовая ткань:192"
5,Spring,2208,0,295.681515,0,0,0,0,5029.955078,5620.042969,6214.484863,2861.969727,3027.468262,3188.824463,257.893311,277.827972,279.5625,34.425297,35.631767,37.098969,215.600418,216.793945,217.839478,0,0.09785,3.094315,18.000004,18.000004,18.000004,26063.373047,26847.308594,27562.146484,"Travel:608|CollectWater:20|HarvestDryBiomass:93|CollectChitin:15","capture dust:461|burn dry organic matter:736|power intake and harvest:488|heat caravan:339|reject heat:736|spoil wet organic matter:736|move:286|movement water loss:286|movement organic maintenance:286|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:608|atrophy Парус:736|atrophy Солнечный лист:266|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:366|generate solar electricity:399|grow Сборщик сухой массы:93|harvest dry biomass:48|grow Солнечный лист:452|grow Водозабор:20|grow Резервуар:170|withdraw surface water:10|grow Ростовая ткань:15|collect chitin:8|grow Каркас:162|grow Органическое хранилище:177|grow Тепловой орган:6|grow Биореактор / топка:22"
5,Summer,2208,0,389.751175,0,0,0,0,5223.165039,5767.908691,6347.791016,2987.90625,3108.491699,3230.977295,236.522034,277.538025,279.559601,35.297855,36.708553,38.084866,217.798035,218.298584,219.265732,0,0.147543,6.422497,18.000004,18.000004,18.000004,26481.697266,27146.341797,27816.154297,"Travel:624|CollectWater:22|HarvestDryBiomass:79|CollectChitin:11","capture dust:412|burn dry organic matter:736|power intake and harvest:444|reject heat:736|spoil wet organic matter:736|move:282|movement water loss:282|movement organic maintenance:282|maintain caravan water circuit:736|maintain living structure:736|circulate organic nitrogen:736|maintain electrical systems:736|grow Парус:624|atrophy Парус:736|atrophy Водозабор:736|atrophy Снегосборник:736|atrophy Жатка живой массы:736|atrophy Сборщик сухой массы:736|atrophy Сушильный орган:736|atrophy Электромотор:736|atrophy Тепловой орган:736|atrophy Охлаждающий орган:569|generate solar electricity:441|grow Сборщик сухой массы:79|harvest dry biomass:41|grow Водозабор:22|withdraw surface water:11|grow Ростовая ткань:11|collect chitin:6|grow Каркас:105|grow Солнечный лист:98|grow Резервуар:102|grow Органическое хранилище:112|grow Биореактор / топка:14|atrophy Биореактор / топка:680|grow Тепловой орган:4|atrophy Ростовая ткань:300|heat caravan:94"
5,Autumn,2184,0,339.040222,0,0,0,0,5389.352539,5963.824707,6560.999023,3088.50293,3211.27832,3328.438721,261.02124,278.170715,279.555359,35.938194,37.595306,39.290001,219.279221,220.369339,221.138519,0,0.106554,2.807604,18.000004,18.000004,18.000004,26888.322266,27593.865234,28319.107422,"Travel:607|CollectWater:19|HarvestDryBiomass:91|CollectChitin:11","burn dry organic matter:728|heat caravan:728|reject heat:728|spoil wet organic matter:528|maintain caravan water circuit:728|maintain living structure:728|circulate organic nitrogen:728|maintain electrical systems:728|grow Парус:607|grow Солнечный лист:114|grow Резервуар:121|grow Органическое хранилище:129|grow Каркас:115|atrophy Парус:728|atrophy Водозабор:728|atrophy Снегосборник:728|atrophy Жатка живой массы:728|atrophy Сборщик сухой массы:728|atrophy Сушильный орган:728|atrophy Биореактор / топка:141|atrophy Электромотор:728|atrophy Тепловой орган:728|atrophy Охлаждающий орган:625|generate solar electricity:320|move:260|movement water loss:260|movement organic maintenance:260|grow Сборщик сухой массы:91|grow Биореактор / топка:20|harvest dry biomass:58|power intake and harvest:411|capture dust:365|grow Водозабор:19|withdraw surface water:9|collect chitin:6|grow Ростовая ткань:11|grow Тепловой орган:5|atrophy Ростовая ткань:14|atrophy Солнечный лист:195"
