year,day,goal,from_x,from_y,to_x,to_y,distance_cells,water_mm_cells,live_gm2_cells,dry_gm2_cells,returned_matter_gm2_cells,returned_nitrogen_gm2_cells,compaction,chitin_kg
1,46,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016168862348422408,0,0
1,47,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.00161873793695122,0,0
1,48,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016205674037337303,0,0
1,49,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016223747516050935,0,0
1,50,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016241609118878841,0,0
1,51,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016259253025054932,0,0
1,52,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016276686219498515,0,0
1,53,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016293907538056374,0,0
1,54,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016310926293954253,0,0
1,55,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016327738994732499,0,0
1,56,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016344349132850766,0,0
1,57,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016360762529075146,0,0
1,58,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016376975690945983,0,0
1,59,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016392995603382587,0,0
1,60,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016408826922997832,0,0
1,61,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016424463829025626,0,0
1,62,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001643991214223206,0,0
1,63,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016455178847536445,0,0
1,64,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016470261616632342,0,0
1,65,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016485160449519753,0,0
1,66,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016499883495271206,0,0
1,67,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016514429589733481,0,0
1,68,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016528799897059798,0,0
1,69,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016542996745556593,0,0
1,70,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016557025955989957,0,0
1,71,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016570884035900235,0,0
1,72,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016584577970206738,0,0
1,73,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016598106594756246,0,0
1,74,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016611472237855196,0,0
1,75,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001662468072026968,0,0
1,76,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016637726221233606,0,0
1,77,WaterSecurity,171,139,171,139,0,0,0.11811351776123047,0.0018863677978515625,0.03359999880194664,0.0016650616889819503,0,0
1,78,WaterSecurity,171,139,171,139,0,0,0.067285537719726562,0.052714347839355469,0.03359999880194664,0.0016662239795550704,0,0
1,79,WaterSecurity,171,139,171,139,0,0,0.077347755432128906,0.042652130126953125,0.03359999880194664,0.0016643713461235166,0,0
1,80,WaterSecurity,171,139,171,139,0,0,0.088117599487304688,0.031882286071777344,0.03359999880194664,0.0016631351318210363,0,0
1,81,WaterSecurity,171,139,171,139,0,0,0.10330677032470703,0.016693115234375,0.03359999880194664,0.0016625497955828905,0,0
1,82,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016628678422421217,0,0
1,83,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016641678521409631,0,0
1,84,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016654521459713578,0,0
1,85,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016667211893945932,0,0
1,86,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016679747495800257,0,0
1,87,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016692135250195861,0,0
1,88,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016704372828826308,0,0
1,89,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016716461395844817,0,0
1,90,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016728407936170697,0,0
1,91,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016740212449803948,0,0
1,92,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016751873772591352,0,0
1,93,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016763396561145782,0,0
1,94,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016774777323007584,0,0
1,95,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001678602653555572,0,0
1,96,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016797136049717665,0,0
1,97,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016808114014565945,0,0
1,98,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001681896043010056,0,0
1,99,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016829677624627948,0,0
1,100,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016840264433994889,0,0
1,101,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016850725514814258,0,0
1,102,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016861062031239271,0,0
1,103,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016871272819116712,0,0
1,104,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016881360206753016,0,0
1,105,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016891328850761056,0,0
1,106,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001690117409452796,0,0
1,107,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016910905251279473,0,0
1,108,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016920518828555942,0,0
1,109,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016930014826357365,0,0
1,110,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016939399065449834,0,0
1,111,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016948671545833349,0,0
1,112,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016957832267507911,0,0
1,113,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016966881230473518,0,0
1,114,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016975823091343045,0,0
1,115,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0016984656685963273,0,0
1,116,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001699338317848742,0,0
1,117,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017002007225528359,0,0
1,118,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017010526498779655,0,0
1,119,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001701894449070096,0,0
1,120,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017027260037139058,0,0
1,121,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017035475466400385,0,0
1,122,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017043595435097814,0,0
1,123,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017051616450771689,0,0
1,124,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.0017059539677575231,0,0
1,125,WaterSecurity,171,139,171,139,0,0,0.11999988555908203,0,0.03359999880194664,0.001706736977212131,0,0
1,126,WaterSecurity,171,139,172,142,3.1622776985168457,0,0.11999988555908203,0,0.03359999880194664,0.001707510557025671,0.011905694380402565,0
1,127,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017082748236134648,0,0
1,128,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.001709030126221478,0,0
1,129,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017097759991884232,0,0
1,130,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017105131410062313,0,0
1,131,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017112413188442588,0,0
1,132,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017119607655331492,0,0
1,133,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017126714810729027,0,0
1,134,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017133739311248064,0,0
1,135,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017140678828582168,0,0
1,136,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017147535691037774,0,0
1,137,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017154307570308447,0,0
1,138,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017160999123007059,0,0
1,139,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017167610349133611,0,0
1,140,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017174143576994538,0,0
1,141,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017180598806589842,0,0
1,142,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017186976037919521,0,0
1,143,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017193276435136795,0,0
1,144,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017199499998241663,0,0
1,145,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017205647891387343,0,0
1,146,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017211724771186709,0,0
1,147,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017217729473486543,0,0
1,148,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017223659669980407,0,0
1,149,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017229518853127956,0,0
1,150,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017235307022929192,0,0
1,151,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017241027671843767,0,0
1,152,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017246678471565247,0,0
1,153,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017252262914553285,0,0
1,154,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017257776344195008,0,0
1,155,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017263228073716164,0,0
1,156,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017268613446503878,0,0
1,157,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017273934790864587,0,0
1,158,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017279190942645073,0,0
1,159,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017284383065998554,0,0
1,160,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017289515817537904,0,0
1,161,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017294584540650249,0,0
1,162,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017299592727795243,0,0
1,163,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017304541543126106,0,0
1,164,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017309430986642838,0,0
1,165,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017314258730039001,0,0
1,166,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017319031758233905,0,0
1,167,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017323747742921114,0,0
1,168,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017328406684100628,0,0
1,169,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017333009745925665,0,0
1,170,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017337559256702662,0,0
1,171,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017342049395665526,0,0
1,172,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017346490640193224,0,0
1,173,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017350876005366445,0,0
1,174,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017355207819491625,0,0
1,175,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017359489575028419,0,0
1,176,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017363721271976829,0,0
1,177,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017367900582030416,0,0
1,178,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.001737202750518918,0,0
1,179,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017376107862219214,0,0
1,180,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017380138160660863,0,0
1,181,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017384120728820562,0,0
1,182,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017388053238391876,0,0
1,183,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017391940345987678,0,0
1,184,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017395782051607966,0,0
1,185,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017399577191099524,0,0
1,186,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.001740332692861557,0,0
1,187,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017407031264156103,0,0
1,188,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017410689033567905,0,0
1,189,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.001741430489346385,0,0
1,190,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017417877679690719,0,0
1,191,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017421406228095293,0,0
1,192,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017424894031137228,0,0
1,193,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017428337596356869,0,0
1,194,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017431742744520307,0,0
1,195,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017435104819014668,0,0
1,196,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017438426148146391,0,0
1,197,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017441710224375129,0,0
1,198,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017444953555241227,0,0
1,199,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017448157304897904,0,0
1,200,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017451322637498379,0,0
1,201,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017454450717195868,0,0
1,202,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017457541543990374,0,0
1,203,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017460593953728676,0,0
1,204,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017463610274717212,0,0
1,205,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017466590506955981,0,0
1,206,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017469534650444984,0,0
1,207,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017472445033490658,0,0
1,208,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017475318163633347,0,0
1,209,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017478155205026269,0,0
1,210,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017480963142588735,0,0
1,211,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017483736155554652,0,0
1,212,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017486473079770803,0,0
1,213,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017489178571850061,0,0
1,214,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017491851467639208,0,0
1,215,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017494494095444679,0,0
1,216,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017497101798653603,0,0
1,217,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017499681562185287,0,0
1,218,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017502228729426861,0,0
1,219,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017504744464531541,0,0
1,220,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017507232259958982,0,0
1,221,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017509689787402749,0,0
1,222,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017512118211016059,0,0
1,223,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017514514038339257,0,0
1,224,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017516883090138435,0,0
1,225,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017519224202260375,0,0
1,226,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017521538538858294,0,0
1,227,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017523821443319321,0,0
1,228,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017526079900562763,0,0
1,229,WaterSecurity,172,142,172,142,0,0,0.11999988555908203,0,0.03359999880194664,0.0017528308089822531,0,0
